Datetime,Tweet Id,Text,Username
2021-10-30 23:57:08+00:00,1454598275076526088,"@Dangerouslytal @TheJuggernaut88 It is man made. DuckDuckgo gain of function research &amp; level 4 biosecurity laboratories. As there is actually no long term data on recovery from the Wuhan virus, you logically, cannot make that claim. Life has a 100% NON SURVIVAL rate. Don’t travel on the roads. You might die.",LibbyRafferty6
2021-10-30 23:26:54+00:00,1454590667741556741,"@spectatorindex Reported confirmed death numbers.

Actual numbers are likely to be 3 to 4X 

plus China's fake numbers should be multiplied by 50X

That gives total of about 25 Million worldwide

#WuhanVirus 
#ChinaVirus",payaniga0
2021-10-30 22:31:05+00:00,1454576620157620226,https://t.co/3HSIMFIpRK: Gravitas: Wuhan Virus cases and deaths surge again https://t.co/JAPe7Kaw2O #PayMeInBitcoin #Bitcoin https://t.co/Dsrv4a5IhA,THETOPICisCOOL
2021-10-30 22:30:08+00:00,1454576379698167817,@inquirerdotnet @MariejoRamosINQ Is DOTr admitting that it is responsible for the surge of Wuhan virus cases?,azarcazm
2021-10-30 22:03:04+00:00,1454569568748277765,#武漢肺炎 世界最新情報 #新型コロナウイルス #CoronaVirus #WuhanVirus #JohnsHopkins https://t.co/0lhwUqkEq8,MadnessDarknes1
2021-10-30 21:23:53+00:00,1454559709369929731,@nypost At least they wont spread the Wuhan Virus to one another.,jthomaswest
2021-10-30 21:02:03+00:00,1454554213833326592,#武漢肺炎 日本国内最新情報 #新型コロナウイルス  #WuhanVirus  #CoronaVirus  https://t.co/yQD2Jm02Xm,MadnessDarknes1
2021-10-30 20:54:38+00:00,1454552348613914629,"The vaccinated are not victims of a chiropteran wuhan virus hoax. Rather, the vaccinated are co-conspirators. God gave every soul free will. No vaccinated person was forced to make an irrevocable, self-destructive decision. All did so of their free will. God will not console you. https://t.co/bPOUqX6Tqf",OGUN19901
2021-10-30 20:14:59+00:00,1454542366874931204,@Byron_Wan @Wumaoson Wuhan Virus Part Deux!,8854600BB
2021-10-30 20:09:59+00:00,1454541109623877633,If you are ok to call it #WuhanVirus instead of Covid let's call it's #IslamicTerriosm not #talibaan @WIONews @aajtak @jsaideepak @RaahgeerI @DonaldJTrumpJr @KremlinRussia_E @narendramodi @BorrisLMiles @JustinTrudeau @KKMtweet @Secretary_MoHUA,Prakhar86914818
2021-10-30 20:09:52+00:00,1454541079458598915,"@MissCellaneou16 Children aren't harmed by the Wuhan virus, but they are harmed by the mask. This is why forcing them to wear one is child abuse. 🤷🏼‍♂️",FernandoLeanme
2021-10-30 20:03:12+00:00,1454539401694875649,@SolomonYue @WHO The #WuhanVirus bioattack killed so many people 😢CCP should take all the responsibilities! It made and spread the virus! #TakeDownTheCCP,Jerkin29813636
2021-10-30 19:52:12+00:00,1454536634515525633,@XHNews CCP must pay the world $30 Trillion as reparations for unleashing the Wuhan Virus!,8854600BB
2021-10-30 19:45:58+00:00,1454535067238223873,"@DrTedros must go.
He is responsible for wuhan virus pandemic. 5000000 peoples died, because failure of this @WHO director general. This man must be accountable for the lost lives of innocent peoples
#Corona
#COVID19 #coronavirus #HumanRights
#WHO @EU_Commission @POTUS @JoeBiden",Neer_Jaat
2021-10-30 19:16:37+00:00,1454527682075664385,"@haniashen Komunistów informujemy: nie strasz, nie strasz... #SayYesToTaiwan #NoToCommunistChina #WuhanVirus",PawelChojecki
2021-10-30 18:24:36+00:00,1454514591883403272,#CCP fascist #China's #WuhanVirus propaganda blitz will only make Americans more angry. Don't interrupt when our enemy is making a mistake.,SolomonYue
2021-10-30 18:20:44+00:00,1454513617441894407,"@wstv_lizzi @vshih2 There could be a very simple explanation: he’s scared of a possible COVID-19 affection, which can be further explained CCP knows how fatal the Wuhan virus could be. So they do have a reason to be scared.",YanBuran
2021-10-30 18:10:44+00:00,1454511098531512323,@SMizu0 Confirm to me like Wuhan virus that this is COVID? Any final evidence?,neutraluniverse
